,country,Code_x,year,mortality,increase_mort,Code_y,smoke_prev,increse_smoke,CO,CO_mean,uplift_CO,O3,O3_mean,uplift_O3,PM,PM_mean,uplift_PM,Family,Freedom,Generosity,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual
678,Sao Tome and Principe,STP,2017,91.63,-1.0100000000000051,,,,0.113205615,0.11089176875000001,0.001972919999999989,0.0515148385847523,0.05100637399582153,0.0009812148399103993,1.35966e-08,1.425425e-08,-1.4694999999999987e-09,,,,,,,,,
679,Sao Tome and Principe,STP,2018,90.13,-1.5,STP,5.800000190734863,-0.39999961853027344,0.108826237,0.11089176875000001,-0.004379377999999989,0.0512712755661205,0.05100637399582153,-0.0002435630186317997,1.38653e-08,1.425425e-08,2.686999999999993e-10,,,,,,,,,
680,Saudi Arabia,SAU,2015,34.88,,SAU,14.199999809265137,,0.155449498,0.16348832475,,0.0647649457004806,0.06611633626726245,,5.89996e-08,5.653695e-08,,1.08393,0.31048,0.13706,Middle East and Northern Africa,6.411,1.39541,0.72025,0.32524,2.43872
681,Saudi Arabia,SAU,2016,34.17,-0.7100000000000009,,,,0.158569674,0.16348832475,0.0031201760000000023,0.0642788582469034,0.06611633626726245,-0.00048608745357719974,5.18515e-08,5.653695e-08,-7.148099999999998e-09,0.84829,0.37904,0.15457,Middle East and Northern Africa,6.379,1.48953,0.59267,0.30008,2.61482
682,Saudi Arabia,SAU,2017,33.31,-0.8599999999999994,,,,0.171837406,0.16348832475,0.013267732000000004,0.0676474703974988,0.06611633626726245,0.003368612150595404,5.74794e-08,5.653695e-08,5.627900000000004e-09,1.28667759895325,0.449750572443008,0.147616013884544,,6.3439998626709,1.53062355518341,0.590148329734802,0.27343225479126,2.0654296875
683,Saudi Arabia,SAU,2018,32.47,-0.8400000000000034,SAU,14.199999809265137,0.0,0.168096721,0.16348832475,-0.0037406849999999936,0.067774070724167,0.06611633626726245,0.00012660032666819698,5.78173e-08,5.653695e-08,3.3789999999999405e-10,,0.509,0.098,,6.371,1.379,0.633,0.127,
684,Scotland,,2015,42.84,,,,,,,,,,,,,,,,,,,,,,
685,Scotland,,2016,42.87,0.02999999999999403,,,,,,,,,,,,,,,,,,,,,
686,Scotland,,2017,42.39,-0.4799999999999969,,,,,,,,,,,,,,,,,,,,,
687,Scotland,,2018,44.1,1.7100000000000009,,,,,,,,,,,,,,,,,,,,,
688,Senegal,SEN,2015,43.96,,SEN,8.300000190734863,,0.162401016,0.160368556,,0.0536545133431916,0.054086011937246325,,6.99167e-08,6.570755e-08,,0.97619,0.36772,0.20843,Sub-Saharan Africa,3.904,0.36498,0.4354,0.10713,1.44395
689,Senegal,SEN,2016,43.8,-0.1600000000000037,,,,0.163862097,0.160368556,0.001461081000000003,0.0538337263403525,0.054086011937246325,0.0001792129971609005,6.14548e-08,6.570755e-08,-8.461899999999995e-09,0.77416,0.31056,0.19103,Sub-Saharan Africa,4.219,0.44314,0.40457,0.11681,1.97861
690,Senegal,SEN,2017,42.93,-0.8699999999999974,,,,0.162394852,0.160368556,-0.001467245000000006,0.0539284370151312,0.054086011937246325,9.471067477869605e-05,6.87419e-08,6.570755e-08,7.2870999999999965e-09,1.17969191074371,0.377922266721725,0.183468893170357,,4.53499984741211,0.479309022426605,0.409362852573395,0.115460447967052,1.78964614868164
691,Senegal,SEN,2018,42.04,-0.8900000000000006,SEN,7.099999904632568,-1.200000286102295,0.152816259,0.160368556,-0.009578592999999996,0.05492737105031,0.054086011937246325,0.0009989340351788042,6.27168e-08,6.570755e-08,-6.025100000000008e-09,,0.406,0.138,,4.631,0.429,0.433,0.082,
692,Serbia,SRB,2015,27.77,,SRB,40.900001525878906,,0.176752723,0.16668672425,,0.0520847058985313,0.0533867712507749,,1.32835e-08,1.31522e-08,,1.00964,0.20107,0.19231,Central and Eastern Europe,5.123,0.92053,0.74836,0.02617,2.025
693,Serbia,SRB,2016,26.39,-1.379999999999999,,,,0.165694654,0.16668672425,-0.011058069000000004,0.0519607486027439,0.0533867712507749,-0.00012395729578740244,1.30026e-08,1.31522e-08,-2.808999999999989e-10,0.81329,0.15718,0.20737,Central and Eastern Europe,5.177,1.03437,0.6458,0.04339,2.27539
694,Serbia,SRB,2017,25.92,-0.46999999999999886,,,,0.163694472,0.16668672425,-0.0020001819999999892,0.0550334429722277,0.0533867712507749,0.0030726943694838055,1.28128e-08,1.31522e-08,-1.8980000000000114e-10,1.25818979740143,0.208715528249741,0.220125883817673,,5.39499998092651,1.06931757926941,0.65078467130661,0.0409037806093693,1.94708442687988
695,Serbia,SRB,2018,25.61,-0.3100000000000023,SRB,40.09999847412109,-0.8000030517578196,0.160605048,0.16668672425,-0.0030894240000000073,0.0544681875295967,0.0533867712507749,-0.0005652554426310019,1.35099e-08,1.31522e-08,6.971e-10,,0.288,0.134,,5.398,0.975,0.685,0.043,
696,Seychelles,SYC,2015,32.72,,SYC,22.100000381469727,,0.072684472,0.07279840975,,0.04405040077758,0.04590430724718528,,6.48517e-09,7.133975e-09,,,,,,,,,,
697,Seychelles,SYC,2016,32.96,0.240000000000002,,,,0.07442139,0.07279840975,0.001736918000000004,0.0457586166286781,0.04590430724718528,0.0017082158510981008,7.14019e-09,7.133975e-09,6.550199999999997e-10,,,,,,,,,
698,Seychelles,SYC,2017,33.06,0.10000000000000142,,,,0.073768832,0.07279840975,-0.0006525579999999975,0.0465388276807987,0.04590430724718528,0.0007802110521206024,7.10434e-09,7.133975e-09,-3.584999999999962e-11,,,,,,,,,
699,Seychelles,SYC,2018,32.87,-0.19000000000000483,SYC,20.600000381469727,-1.5,0.070318945,0.07279840975,-0.0034498870000000126,0.0472693839016843,0.04590430724718528,0.0007305562208856017,7.8062e-09,7.133975e-09,7.018599999999995e-10,,,,,,,,,
700,Sierra Leone,SLE,2015,47.08,,SLE,18.100000381469727,,0.425511242,0.35011707375,,0.0518382064464484,0.051536898542366275,,7.06159e-08,5.86014e-08,,0.95571,0.4084,0.21488,Sub-Saharan Africa,4.507,0.33024,0.0,0.08786,2.51009
701,Sierra Leone,SLE,2016,46.09,-0.9899999999999949,,,,0.385621634,0.35011707375,-0.03988960800000002,0.0520142785085527,0.051536898542366275,0.0001760720621043002,5.97815e-08,5.86014e-08,-1.0834399999999998e-08,0.628,0.30685,0.23897,Sub-Saharan Africa,4.635,0.36485,0.0,0.08196,3.01402
702,Sierra Leone,SLE,2017,45.73,-0.36000000000000654,,,,0.320504131,0.35011707375,-0.06511750299999997,0.0510765730009533,0.051536898542366275,-0.000937705507599397,5.4639e-08,5.86014e-08,-5.142500000000001e-09,0.984136044979095,0.318697690963745,0.293040901422501,,4.70900011062622,0.36842092871666,0.0055647538974881,0.0710951760411263,2.66845989227295
703,Sierra Leone,SLE,2018,45.45,-0.27999999999999403,SLE,14.300000190734863,-3.8000001907348633,0.268831288,0.35011707375,-0.051672843000000024,0.0512185362135107,0.051536898542366275,0.0001419632125573972,4.93692e-08,5.86014e-08,-5.269799999999996e-09,,0.355,0.238,,4.571,0.256,0.0,0.053,
704,Singapore,SGP,2015,11.11,,SGP,16.5,,0.459594555,0.25143100325,,0.0622806620496454,0.0598526659725016,,4.36508e-08,3.298925e-08,,1.02,0.54252,0.31105,Southeastern Asia,6.798,1.52186,1.02525,0.4921,1.88501
705,Singapore,SGP,2016,10.73,-0.379999999999999,,,,0.208726317,0.25143100325,-0.250868238,0.0574777643854052,0.0598526659725016,-0.004802897664240198,3.54696e-08,3.298925e-08,-8.181200000000003e-09,0.86758,0.4877,0.32706,Southeastern Asia,6.739,1.64555,0.94719,0.46987,1.99375
706,Singapore,SGP,2017,10.48,-0.25,,,,0.162146769,0.25143100325,-0.046579548,0.0594598042785431,0.0598526659725016,0.001982039893137902,2.61647e-08,3.298925e-08,-9.304899999999998e-09,1.35381436347961,0.549840569496155,0.345965981483459,,6.57200002670288,1.69227766990662,0.949492394924164,0.46430778503418,1.21636199951172
707,Singapore,SGP,2018,10.66,0.17999999999999972,SGP,16.600000381469727,0.10000038146972656,0.175256372,0.25143100325,0.013109602999999997,0.0601924331764127,0.0598526659725016,0.0007326288978695972,2.66719e-08,3.298925e-08,5.072000000000001e-10,,0.631,0.261,,6.343,1.529,1.008,0.457,
708,Slovakia,SVK,2015,13.8,,SVK,31.5,,0.186809738,0.17747324949999999,,0.0499498246000062,0.05049602471423133,,1.47241e-08,1.408285e-08,,1.26999,0.31751,0.16893,Central and Eastern Europe,5.995,1.16891,0.78902,0.03431,2.24639
709,Slovakia,SVK,2016,13.17,-0.6300000000000008,,,,0.178382088,0.17747324949999999,-0.008427650000000009,0.048625727468413,0.05049602471423133,-0.001324097131593198,1.37989e-08,1.408285e-08,-9.252000000000009e-10,1.08268,0.23391,0.13837,Central and Eastern Europe,6.078,1.27973,0.70367,0.02947,2.61065
710,Slovakia,SVK,2017,13.02,-0.15000000000000036,,,,0.17640487,0.17747324949999999,-0.001977218000000003,0.0512309492686375,0.05049602471423133,0.0026052218002244956,1.36733e-08,1.408285e-08,-1.2559999999999882e-10,1.50505924224854,0.295817464590073,0.136544480919838,,6.09800004959106,1.32539355754852,0.712732911109924,0.0242108516395092,2.09777665138245
711,Slovakia,SVK,2018,12.74,-0.27999999999999936,SVK,31.5,0.0,0.168296302,0.17747324949999999,-0.008108567999999983,0.0521775975198686,0.05049602471423133,0.0009466482512310997,1.41351e-08,1.408285e-08,4.6179999999999855e-10,,0.354,0.118,,6.173,1.21,0.776,0.014,
712,Slovenia,SVN,2015,12.65,,SVN,22.700000762939453,,0.220560087,0.20641091150000002,,0.0519236841670105,0.05257367790343355,,1.64066e-08,1.6070775e-08,,1.27385,0.60855,0.25328,Central and Eastern Europe,5.848,1.18498,0.87337,0.03787,1.61583
713,Slovenia,SVN,2016,12.55,-0.09999999999999964,,,,0.207189374,0.20641091150000002,-0.013370712999999979,0.0512798746810642,0.05257367790343355,-0.0006438094859462992,1.59385e-08,1.6070775e-08,-4.681000000000001e-10,1.05613,0.53164,0.25738,Central and Eastern Europe,5.768,1.29947,0.79151,0.03635,1.79522
714,Slovenia,SVN,2017,12.68,0.129999999999999,,,,0.20490357,0.20641091150000002,-0.0022858040000000024,0.0538350629193216,0.05257367790343355,0.0025551882382574,1.54899e-08,1.6070775e-08,-4.486000000000011e-10,1.45251882076263,0.572575807571411,0.242649093270302,,5.75799989700317,1.3412059545517,0.790828227996826,0.0451289787888527,1.31331729888916
715,Slovenia,SVN,2018,12.7,0.019999999999999574,SVN,22.299999237060547,-0.40000152587890625,0.192990615,0.20641091150000002,-0.011912955000000003,0.0532560898463379,0.05257367790343355,-0.0005789730729836989,1.64481e-08,1.6070775e-08,9.58200000000002e-10,,0.633,0.16,,5.948,1.219,0.856,0.051,
716,Solomon Islands,SLB,2015,150.99,,SLB,37.900001525878906,,0.058850035,0.05745600475,,0.0422290070048967,0.04232129681530322,,7.18041e-09,6.940985e-09,,,,,,,,,,
717,Solomon Islands,SLB,2016,148.05,-2.9399999999999977,,,,0.057467119,0.05745600475,-0.0013829160000000049,0.0402867108291123,0.04232129681530322,-0.001942296175784397,6.64381e-09,6.940985e-09,-5.366e-10,,,,,,,,,
718,Solomon Islands,SLB,2017,147.38,-0.6700000000000159,,,,0.055956753,0.05745600475,-0.001510365999999999,0.0433907368828213,0.04232129681530322,0.0031040260537089984,6.86669e-09,6.940985e-09,2.2288000000000037e-10,,,,,,,,,
719,Solomon Islands,SLB,2018,147.33,-0.04999999999998295,SLB,36.79999923706055,-1.1000022888183594,0.057550112,0.05745600475,0.0015933590000000025,0.0433787325443826,0.04232129681530322,-1.2004338438703632e-05,7.07303e-09,6.940985e-09,2.0634000000000034e-10,,,,,,,,,
720,Somalia,SOM,2015,68.92,,,,,0.089396808,0.09019393275,,0.0464113199245945,0.047588661278746426,,1.2704e-08,1.33221e-08,,,,,,,,,,
721,Somalia,SOM,2016,68.42,-0.5,,,,0.093012093,0.09019393275,0.0036152850000000097,0.0477240472535936,0.047588661278746426,0.0013127273289991054,1.35434e-08,1.33221e-08,8.393999999999986e-10,0.33613,0.56778,0.27225,Sub-Saharan Africa,5.44,0.0,0.11466,0.3118,3.83772
722,Somalia,SOM,2017,67.92,-0.5,,,,0.089849198,0.09019393275,-0.003162894999999999,0.0479721449068713,0.047588661278746426,0.0002480976532776985,1.39854e-08,1.33221e-08,4.419999999999999e-10,0.721151351928711,0.602126955986023,0.291631311178207,,5.15100002288818,0.0226431842893362,0.113989137113094,0.282410323619843,3.11748456954956
723,Somalia,SOM,2018,67.62,-0.29999999999999716,,,,0.088517632,0.09019393275,-0.0013315660000000062,0.0482471330299263,0.047588661278746426,0.00027498812305500053,1.30556e-08,1.33221e-08,-9.297999999999998e-10,,0.674,0.238,,4.982,0.0,0.115,0.282,
724,South Africa,ZAF,2015,54.79,,ZAF,21.0,,0.458283787,0.46904439775,,0.0497279972022249,0.049709114892852596,,4.77448e-08,4.9201624999999996e-08,,1.18468,0.33207,0.11973,Sub-Saharan Africa,4.642,0.92049,0.27688,0.08884,1.71956
725,South Africa,ZAF,2016,53.26,-1.5300000000000011,,,,0.458808587,0.46904439775,0.0005247999999999919,0.0492153738659177,0.049709114892852596,-0.0005126233363072011,4.70856e-08,4.9201624999999996e-08,-6.591999999999971e-10,0.96053,0.42483,0.13656,Sub-Saharan Africa,4.459,1.02416,0.18611,0.08415,1.64227
726,South Africa,ZAF,2017,52.04,-1.2199999999999989,,,,0.471064617,0.46904439775,0.012256030000000029,0.0496721137371508,0.049709114892852596,0.00045673987123310417,5.00519e-08,4.9201624999999996e-08,2.966299999999998e-09,1.38478863239288,0.479246735572815,0.139362379908562,,4.8289999961853,1.05469870567322,0.187080070376396,0.0725094974040985,1.51090860366821
727,South Africa,ZAF,2018,48.5,-3.539999999999999,ZAF,20.399999618530277,-0.600000381469723,0.4880206,0.46904439775,0.016955983000000008,0.050220974766117,0.049709114892852596,0.0005488610289661952,5.19242e-08,4.9201624999999996e-08,1.8723000000000015e-09,,0.516,0.103,,4.724,0.94,0.33,0.056,
728,South Asia (WB),,2015,126.15,,,,,,,,,,,,,,,,,,,,,,
729,South Asia (WB),,2016,121.5,-4.650000000000006,,,,,,,,,,,,,,,,,,,,,
730,South Asia (WB),,2017,119.58,-1.9200000000000017,,,,,,,,,,,,,,,,,,,,,
731,South Asia (WB),,2018,119.92,0.3400000000000034,,,,,,,,,,,,,,,,,,,,,
732,South Korea,KOR,2015,19.55,,KOR,23.799999237060547,,0.603933806,0.55852002825,,0.0549594034510659,0.0567767052522781,,8.75296e-08,8.2336875e-08,,0.95774,0.33208,0.18557,Eastern Asia,5.984,1.24461,0.96538,0.07857,2.21978
733,South Korea,KOR,2016,19.17,-0.379999999999999,,,,0.57196955,0.55852002825,-0.03196425599999997,0.054213764162709,0.0567767052522781,-0.0007456392883569002,8.51686e-08,8.2336875e-08,-2.3609999999999905e-09,0.72194,0.25168,0.18824,Eastern Asia,5.835,1.35948,0.88645,0.07716,2.35015
734,South Korea,KOR,2017,19.22,0.04999999999999716,,,,0.52220645,0.55852002825,-0.04976310000000006,0.0592843574813029,0.0567767052522781,0.0050705933185939064,7.88835e-08,8.2336875e-08,-6.2850999999999985e-09,1.12827444076538,0.257921665906906,0.206674367189407,,5.83799982070923,1.40167844295502,0.900214076042175,0.0632826685905457,1.88037800788879
735,South Korea,KOR,2018,19.01,-0.2099999999999973,KOR,21.399999618530277,-2.39999961853027,0.535970307,0.55852002825,0.013763857000000046,0.0586492959140346,0.0567767052522781,-0.000635061567268301,7.77658e-08,8.2336875e-08,-1.1177000000000074e-09,,0.244,0.175,,5.875,1.266,0.955,0.051,
736,South Sudan,SSD,2015,42.53,,,,,0.29403473,0.2785548755,,0.0405473435526569,0.04116501465063145,,3.33368e-08,3.211415e-08,,,,,,,,,,
737,South Sudan,SSD,2016,42.08,-0.45000000000000284,,,,0.28840308,0.2785548755,-0.0056316500000000436,0.0424513571691499,0.04116501465063145,0.0019040136164929986,3.43988e-08,3.211415e-08,1.0619999999999998e-09,0.18519,0.19662,0.25899,Sub-Saharan Africa,3.832,0.39394,0.15781,0.13015,2.50929
738,South Sudan,SSD,2017,41.63,-0.44999999999999574,,,,0.253374569,0.2785548755,-0.035028510999999984,0.0401765864646071,0.04116501465063145,-0.0022747707045427945,2.97962e-08,3.211415e-08,-4.6026e-09,0.601323127746582,0.147062435746193,0.285670816898346,,3.59100008010864,0.39724862575531,0.163486003875732,0.116793513298035,1.87956738471985
739,South Sudan,SSD,2018,41.33,-0.30000000000000426,,,,0.278407123,0.2785548755,0.025032553999999985,0.0414847714161119,0.04116501465063145,0.0013081849515047955,3.09248e-08,3.211415e-08,1.1286000000000046e-09,,0.112,0.224,,3.254,0.337,0.177,0.106,
740,South-East Asia Region (WHO),,2015,112.47,,,,,,,,,,,,,,,,,,,,,,
741,South-East Asia Region (WHO),,2016,108.77,-3.700000000000003,,,,,,,,,,,,,,,,,,,,,
742,South-East Asia Region (WHO),,2017,107.15,-1.6199999999999903,,,,,,,,,,,,,,,,,,,,,
743,South-East Asia Region (WHO),,2018,107.31,0.1599999999999966,,,,,,,,,,,,,,,,,,,,,
744,Spain,ESP,2015,30.16,,ESP,29.700000762939453,,0.152425543,0.14339509849999998,,0.0557957224302225,0.0576830018689167,,1.14986e-08,1.061274e-08,,1.31379,0.45951,0.18227,Western Europe,6.329,1.23011,0.95562,0.06398,2.12367
745,Spain,ESP,2016,29.46,-0.6999999999999993,,,,0.144756068,0.14339509849999998,-0.007669475000000009,0.0564867409338908,0.0576830018689167,0.0006910185036682961,1.04968e-08,1.061274e-08,-1.0018000000000004e-09,1.12945,0.37545,0.17665,Western Europe,6.361,1.34253,0.87896,0.06137,2.39663
746,Spain,ESP,2017,29.27,-0.19000000000000128,,,,0.144104939,0.14339509849999998,-0.0006511290000000003,0.0588945839382677,0.0576830018689167,0.0024078430043769014,1.06693e-08,1.061274e-08,1.7250000000000039e-10,1.53209090232849,0.408781230449677,0.190133571624756,,6.40299987792969,1.38439786434174,0.888960599899292,0.0709140971302986,1.92775774002075
747,Spain,ESP,2018,29.15,-0.120000000000001,ESP,28.100000381469727,-1.6000003814697266,0.132293844,0.14339509849999998,-0.011811094999999994,0.0595549601732858,0.0576830018689167,0.0006603762350180994,9.78626e-09,1.061274e-08,-8.830400000000015e-10,,0.449,0.142,,6.31,1.251,0.965,0.074,
748,Sri Lanka,LKA,2015,76.59,,LKA,23.299999237060547,,0.257422871,0.259713327,,0.0528139880288638,0.05462913145740472,,3.16604e-08,3.5004875e-08,,1.01905,0.53726,0.40828,Southern Asia,4.271,0.83524,0.70806,0.09179,0.67108
749,Sri Lanka,LKA,2016,73.97,-2.6200000000000045,,,,0.258307814,0.259713327,0.0008849430000000269,0.0554711101168568,0.05462913145740472,0.0026571220879929996,3.51724e-08,3.5004875e-08,3.5119999999999986e-09,0.84783,0.50817,0.46978,Southern Asia,4.415,0.97318,0.62007,0.07964,0.91681
750,Sri Lanka,LKA,2017,71.44,-2.530000000000001,,,,0.254748599,0.259713327,-0.0035592150000000045,0.0544988242027918,0.05462913145740472,-0.0009722859140650006,3.53385e-08,3.5004875e-08,1.6610000000000173e-10,1.25997638702393,0.561213254928589,0.490863561630249,,4.44000005722046,1.00985014438629,0.625130832195282,0.0736539661884308,0.419389247894287
751,Sri Lanka,LKA,2018,67.19,-4.25,LKA,22.299999237060547,-1.0,0.268374024,0.259713327,0.013625424999999969,0.0557326034811065,0.05462913145740472,0.001233779278314702,3.78482e-08,3.5004875e-08,2.5096999999999977e-09,,0.585,0.307,,4.471,0.918,0.672,0.05,
752,Sub-Saharan Africa (WB),,2015,47.92,,,,,,,,,,,,,,,,,,,,,,
753,Sub-Saharan Africa (WB),,2016,46.98,-0.9400000000000048,,,,,,,,,,,,,,,,,,,,,
754,Sub-Saharan Africa (WB),,2017,46.2,-0.779999999999994,,,,,,,,,,,,,,,,,,,,,
755,Sub-Saharan Africa (WB),,2018,45.29,-0.9100000000000037,,,,,,,,,,,,,,,,,,,,,
756,Sudan,SDN,2015,48.73,,,,,0.145602735,0.148025033,,0.0559417985619107,0.0560387575605721,,4.26349e-08,4.07662e-08,,1.01404,0.10081,0.19062,Sub-Saharan Africa,4.55,0.52107,0.36878,0.1466,2.20857
757,Sudan,SDN,2016,47.69,-1.0399999999999991,,,,0.14459512,0.148025033,-0.0010076150000000172,0.0552599038775549,0.0560387575605721,-0.0006818946843557966,4.09773e-08,4.07662e-08,-1.657599999999999e-09,0.81928,0.0,0.18077,Sub-Saharan Africa,4.139,0.63069,0.29759,0.10039,2.10995
758,Sudan,SDN,2017,46.76,-0.9299999999999997,,,,0.147404506,0.148025033,0.002809385999999997,0.0567352778470426,0.0560387575605721,0.0014753739694877005,4.3347e-08,4.07662e-08,2.3696999999999977e-09,1.21400856971741,0.0149958552792668,0.182317450642586,,4.13899993896484,0.65951669216156,0.290920823812485,0.089847519993782,1.68706583976746
759,Sudan,SDN,2018,45.94,-0.8200000000000003,,,,0.154497771,0.148025033,0.007093265000000015,0.0562180499557802,0.0560387575605721,-0.0005172278912624062,3.61056e-08,4.07662e-08,-7.2414e-09,,0.016,0.134,,4.139,0.605,0.312,0.082,
760,Suriname,SUR,2015,21.92,,,,,0.097137894,0.093614064,,0.0473079982154031,0.04657677090845775,,1.86963e-08,1.660095e-08,,0.972,0.59657,0.16991,Latin America and Caribbean,6.269,0.99534,0.6082,0.13633,2.79094
761,Suriname,SUR,2016,21.78,-0.14000000000000057,,,,0.094492342,0.093614064,-0.0026455520000000093,0.0450493930543732,0.04657677090845775,-0.0022586051610299016,1.56649e-08,1.660095e-08,-3.031400000000001e-09,0.77866,0.52234,0.16665,Latin America and Caribbean,6.269,1.09686,0.50933,0.12692,3.06852
762,Suriname,SUR,2017,21.55,-0.23000000000000043,,,,0.092589474,0.093614064,-0.0019028679999999881,0.0444648162765965,0.04657677090845775,-0.0005845767777767005,1.61421e-08,1.660095e-08,4.771999999999991e-10,,,,,,,,,
763,Suriname,SUR,2018,21.31,-0.240000000000002,,,,0.090236546,0.093614064,-0.002352928000000004,0.0494848760874582,0.04657677090845775,0.0050200598108616976,1.59005e-08,1.660095e-08,-2.41599999999998e-10,,,,,,,,,
764,Sweden,SWE,2015,18.34,,SWE,27.899999618530277,,0.128955407,0.12646129625,,0.0572873708910636,0.057523231548264074,,6.34472e-09,6.316615e-09,,1.28907,0.6598,0.36262,Western Europe,7.364,1.33171,0.91087,0.43844,2.37119
765,Sweden,SWE,2016,18.47,0.129999999999999,,,,0.127138196,0.12646129625,-0.0018172109999999853,0.0555656684695674,0.057523231548264074,-0.0017217024214962046,6.27819e-09,6.316615e-09,-6.652999999999977e-11,1.08764,0.58218,0.38254,Western Europe,7.291,1.45181,0.83121,0.40867,2.54734
766,Sweden,SWE,2017,18.51,0.0400000000000027,,,,0.12264465,0.12646129625,-0.004493546000000015,0.0586587666402546,0.057523231548264074,0.003093098170687203,6.03263e-09,6.316615e-09,-2.4556000000000055e-10,1.47816216945648,0.612924098968506,0.385399252176285,,7.28399991989136,1.49438726902008,0.830875158309937,0.384398728609085,2.09753799438477
767,Sweden,SWE,2018,18.2,-0.3100000000000023,SWE,24.799999237060547,-3.10000038146973,0.127106932,0.12646129625,0.004462282000000012,0.0585811201921707,0.057523231548264074,-7.764644808389704e-05,6.61092e-09,6.316615e-09,5.782900000000001e-10,,0.659,0.285,,7.314,1.355,0.913,0.383,
768,Switzerland,CHE,2015,15.62,,CHE,26.200000762939453,,0.18973731,0.175968448,,0.0504552109629342,0.051688223941902874,,1.25727e-08,1.1990525e-08,,1.34951,0.66557,0.29678,Western Europe,7.587,1.39651,0.94143,0.41978,2.51738
769,Switzerland,CHE,2016,15.32,-0.29999999999999893,,,,0.178282056,0.175968448,-0.011455253999999998,0.0499584946875291,0.051688223941902874,-0.0004967162754050958,1.24838e-08,1.1990525e-08,-8.889999999999956e-11,1.14524,0.58557,0.28083,Western Europe,7.509,1.52733,0.86303,0.41203,2.69463
770,Switzerland,CHE,2017,15.15,-0.16999999999999993,,,,0.173948704,0.175968448,-0.004333351999999985,0.0528500977959155,0.051688223941902874,0.0028916031083863966,1.13355e-08,1.1990525e-08,-1.1482999999999994e-09,1.51691174507141,0.620070576667786,0.290549278259277,,7.49399995803833,1.56497955322266,0.858131289482117,0.367007285356522,2.2767162322998
771,Switzerland,CHE,2018,15.03,-0.120000000000001,CHE,25.700000762939453,-0.5,0.161905722,0.175968448,-0.012042982000000008,0.0534890923212327,0.051688223941902874,0.0006389945253172033,1.15701e-08,1.1990525e-08,2.346e-10,,0.66,0.256,,7.487,1.42,0.927,0.357,
772,Syria,SYR,2015,35.67,,,,,0.242866967,0.24456080325000001,,0.0573243171229129,0.058228051872359396,,3.53763e-08,3.5469525e-08,,0.47489,0.15684,0.47179,Middle East and Northern Africa,3.006,0.6632,0.72193,0.18906,0.32858
773,Syria,SYR,2016,35.66,-0.010000000000005116,,,,0.243619353,0.24456080325000001,0.0007523860000000215,0.0574255074349609,0.058228051872359396,0.00010119031204799955,3.38487e-08,3.5469525e-08,-1.5276000000000037e-09,0.14866,0.06912,0.48397,Middle East and Northern Africa,3.069,0.74719,0.62994,0.17233,0.81789
774,Syria,SYR,2017,35.51,-0.14999999999999858,,,,0.248958161,0.24456080325000001,0.0053388080000000004,0.0591612548610408,0.058228051872359396,0.0017357474260798963,3.56623e-08,3.5469525e-08,1.8136000000000037e-09,0.396102607250214,0.0815394446253777,0.493663728237152,,3.46199989318848,0.777153134346008,0.50053334236145,0.151347130537033,1.06157350540161
775,Syria,SYR,2018,35.28,-0.22999999999999687,,,,0.242798732,0.24456080325000001,-0.006159429000000022,0.059001128070523,0.058228051872359396,-0.00016012679051780054,3.69908e-08,3.5469525e-08,1.3284999999999976e-09,,0.088,0.376,,3.462,0.689,0.539,0.144,
776,Taiwan,TWN,2015,24.56,,,,,0.290393251,0.27383522175,,0.0598028972514575,0.061208277271893125,,4.02325e-08,3.6595975e-08,,1.07617,0.3974,0.25376,Eastern Asia,6.298,1.29098,0.8753,0.08129,2.32323
777,Taiwan,TWN,2016,24.96,0.40000000000000213,,,,0.284791306,0.27383522175,-0.005601944999999997,0.0570105028377907,0.061208277271893125,-0.002792394413666799,3.81303e-08,3.6595975e-08,-2.102199999999999e-09,0.92624,0.32377,0.25495,Eastern Asia,6.379,1.39729,0.79565,0.0663,2.61523
778,Taiwan,TWN,2017,25.0,0.03999999999999915,,,,0.256407531,0.27383522175,-0.028383775,0.0631913775081483,0.061208277271893125,0.006180874670357592,3.43262e-08,3.6595975e-08,-3.804100000000004e-09,,,,,,,,,
779,Taiwan,TWN,2018,24.59,-0.41000000000000014,,,,0.263748799,0.27383522175,0.007341267999999956,0.064828331490176,0.061208277271893125,0.0016369539820277057,3.36949e-08,3.6595975e-08,-6.312999999999972e-10,,0.418,0.151,,6.441,1.365,0.857,0.078,
780,Tajikistan,TJK,2015,53.49,,,,,0.175561504,0.17755513875,,0.0543626445938832,0.05486304756240565,,2.30321e-08,2.428405e-08,,0.85563,0.47216,0.22974,Central and Eastern Europe,4.786,0.39047,0.57379,0.15072,2.11399
781,Tajikistan,TJK,2016,53.61,0.11999999999999744,,,,0.178353073,0.17755513875,0.0027915689999999937,0.0535133732378317,0.05486304756240565,-0.0008492713560514994,2.32111e-08,2.428405e-08,1.7900000000000114e-10,0.75602,0.43408,0.25998,Central and Eastern Europe,4.996,0.48835,0.53119,0.13509,2.39106
