,country,Code_x,year,mortality,increase_mort,Code_y,smoke_prev,increse_smoke,CO,CO_mean,uplift_CO,O3,O3_mean,uplift_O3,PM,PM_mean,uplift_PM,Family,Freedom,Generosity,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual
0,Afghanistan,AFG,2015,72.11,,AFG,26.0,,0.188489486,0.1895209315,,0.0576164612748046,0.058226421581198826,,2.03778e-08,2.2391975e-08,,0.30285,0.23414,0.3651,Southern Asia,3.575,0.31982,0.30335,0.09719,1.9521
1,Afghanistan,AFG,2016,70.9,-1.2099999999999937,,,,0.190930845,0.1895209315,0.0024413589999999763,0.0575296425192838,0.058226421581198826,-8.68187555208011e-05,2.06706e-08,2.2391975e-08,2.9279999999999717e-10,0.11037,0.1643,0.31268,Southern Asia,3.36,0.38227,0.17344,0.07112,2.14558
2,Afghanistan,AFG,2017,69.95,-0.9500000000000028,,,,0.195363841,0.1895209315,0.004432996000000022,0.058393366022432,0.058226421581198826,0.0008637235031482005,2.05759e-08,2.2391975e-08,-9.469999999999886e-11,0.581543326377869,0.106179520487785,0.311870932579041,,3.79399991035461,0.401477217674255,0.180746778845787,0.0611578300595284,2.15080118179321
3,Afghanistan,AFG,2018,68.95,-1.0,AFG,23.799999237060547,-2.200000762939453,0.183299554,0.1895209315,-0.012064287000000007,0.0593662165082749,0.058226421581198826,0.000972850485842898,2.79436e-08,2.2391975e-08,7.3677000000000005e-09,,0.085,0.191,,3.632,0.332,0.255,0.036,
4,African Region (WHO),,2015,46.36,,,,,,,,,,,,,,,,,,,,,,
5,African Region (WHO),,2016,45.45,-0.9099999999999966,,,,,,,,,,,,,,,,,,,,,
6,African Region (WHO),,2017,44.71,-0.740000000000002,,,,,,,,,,,,,,,,,,,,,
7,African Region (WHO),,2018,43.85,-0.8599999999999994,,,,,,,,,,,,,,,,,,,,,
8,Albania,ALB,2015,20.09,,ALB,25.100000381469727,,0.156163653,0.146900025,,0.0584332028081962,0.05979588011620378,,1.14818e-08,1.181145e-08,,0.80434,0.35733,0.14272,Central and Eastern Europe,4.959,0.87867,0.81325,0.06413,1.89894
9,Albania,ALB,2016,20.0,-0.08999999999999986,,,,0.142974826,0.146900025,-0.013188827000000014,0.0590562108518978,0.05979588011620378,0.0006230080437015992,1.12692e-08,1.181145e-08,-2.1259999999999987e-10,0.50163,0.31866,0.1684,Central and Eastern Europe,4.655,0.9553,0.73007,0.05301,1.92816
10,Albania,ALB,2017,19.88,-0.120000000000001,,,,0.149149628,0.146900025,0.006174802000000007,0.0611168016540805,0.05979588011620378,0.0020605908021827032,1.19365e-08,1.181145e-08,6.673e-10,0.803685247898102,0.381498634815216,0.201312944293022,,4.64400005340576,0.996192753314972,0.731159746646881,0.0398642159998417,1.49044156074524
11,Albania,ALB,2018,19.71,-0.16999999999999815,ALB,23.0,-2.1000003814697266,0.139311993,0.146900025,-0.009837635000000011,0.0605773051506406,0.05979588011620378,-0.0005394965034399013,1.25583e-08,1.181145e-08,6.217999999999997e-10,,0.419,0.149,,4.586,0.916,0.79,0.032,
12,Algeria,DZA,2015,31.88,,DZA,21.100000381469727,,0.211894881,0.214399955,,0.0602071542201595,0.0625168719992514,,2.94041e-08,3.083785e-08,,1.07772,0.28579,0.07822,Middle East and Northern Africa,5.605,0.93929,0.61766,0.17383,2.43209
13,Algeria,DZA,2016,31.36,-0.5199999999999996,,,,0.216244234,0.214399955,0.004349353,0.0598311761113431,0.0625168719992514,-0.00037597810881639937,3.14261e-08,3.083785e-08,2.022e-09,0.83309,0.21006,0.07044,Middle East and Northern Africa,6.355,1.05266,0.61804,0.16157,3.40904
14,Algeria,DZA,2017,30.95,-0.41000000000000014,,,,0.225640967,0.214399955,0.00939673299999999,0.0656007879673904,0.0625168719992514,0.005769611856047296,3.24245e-08,3.083785e-08,9.984000000000018e-10,1.1462174654007,0.233335807919502,0.0694366469979286,,5.87200021743774,1.09186446666718,0.617584645748138,0.146096110343933,2.56760382652283
15,Algeria,DZA,2018,30.65,-0.3000000000000007,DZA,21.0,-0.10000038146972656,0.203819738,0.214399955,-0.021821228999999998,0.0644283696981126,0.0625168719992514,-0.001172418269277803,3.00967e-08,3.083785e-08,-2.327800000000002e-09,,0.077,0.055,,5.295,0.979,0.687,0.135,
16,American Samoa,ASM,2015,59.23,,,,,,,,,,,,,,,,,,,,,,
17,American Samoa,ASM,2016,58.11,-1.1199999999999974,,,,,,,,,,,,,,,,,,,,,
18,American Samoa,ASM,2017,58.23,0.11999999999999744,,,,,,,,,,,,,,,,,,,,,
19,American Samoa,ASM,2018,58.07,-0.1599999999999966,,,,,,,,,,,,,,,,,,,,,
20,Andorra,AND,2015,26.32,,AND,33.0,,0.15467979,0.15112227625,,0.054602009775744,0.0545863455187764,,1.12872e-08,1.0998949999999999e-08,,,,,,,,,,
21,Andorra,AND,2016,26.17,-0.14999999999999858,,,,0.151258442,0.15112227625,-0.0034213480000000185,0.0543165449008642,0.0545863455187764,-0.0002854648748797997,1.08794e-08,1.0998949999999999e-08,-4.078000000000002e-10,,,,,,,,,
22,Andorra,AND,2017,26.0,-0.1700000000000017,,,,0.151722962,0.15112227625,0.00046451999999999605,0.054943661935885,0.0545863455187764,0.0006271170350208022,1.11353e-08,1.0998949999999999e-08,2.5590000000000033e-10,,,,,,,,,
23,Andorra,AND,2018,25.87,-0.129999999999999,AND,32.0,-1.0,0.146827911,0.15112227625,-0.004895050999999984,0.0544831654626124,0.0545863455187764,-0.0004604964732725994,1.06939e-08,1.0998949999999999e-08,-4.4140000000000056e-10,,,,,,,,,
24,Angola,AGO,2015,50.06,,,,,0.283500499,0.25955847600000004,,0.048422350872261,0.04831774665654185,,2.70252e-08,2.6465325e-08,,0.8604,0.10384,0.12344,Sub-Saharan Africa,4.033,0.75778,0.16683,0.07122,1.94939
25,Angola,AGO,2016,48.88,-1.1799999999999997,,,,0.279630354,0.25955847600000004,-0.0038701449999999915,0.0482986810071619,0.04831774665654185,-0.00012366986509910333,2.90852e-08,2.6465325e-08,2.06e-09,0.66366,0.00589,0.12071,Sub-Saharan Africa,3.866,0.84731,0.04991,0.08434,2.09459
26,Angola,AGO,2017,48.05,-0.8300000000000054,,,,0.240480162,0.25955847600000004,-0.03915019200000003,0.0488183275161601,0.04831774665654185,0.0005196465089982033,2.50783e-08,2.6465325e-08,-4.006899999999999e-09,1.10441195964813,0.0,0.097926490008831,,3.79500007629395,0.858428180217743,0.0498686656355858,0.0697203353047371,1.61448240280151
27,Angola,AGO,2018,47.41,-0.6400000000000006,,,,0.234622889,0.25955847600000004,-0.005857272999999996,0.0477316272305844,0.04831774665654185,-0.001086700285575705,2.46726e-08,2.6465325e-08,-4.057000000000008e-10,,0.0,0.079,,3.795,0.73,0.269,0.061,
28,Antigua and Barbuda,ATG,2015,12.28,,,,,0.080024744,0.07826388949999999,,0.0547002162980484,0.05548419385918405,,1.6085e-08,1.4995625e-08,,,,,,,,,,
29,Antigua and Barbuda,ATG,2016,12.35,0.07000000000000028,,,,0.079523898,0.07826388949999999,-0.0005008459999999992,0.0534512511274042,0.05548419385918405,-0.0012489651706442048,1.40243e-08,1.4995625e-08,-2.0607000000000014e-09,,,,,,,,,
30,Antigua and Barbuda,ATG,2017,12.12,-0.23000000000000043,,,,0.077454765,0.07826388949999999,-0.0020691330000000008,0.0555007904310838,0.05548419385918405,0.0020495393036796053,1.49906e-08,1.4995625e-08,9.662999999999999e-10,,,,,,,,,
31,Antigua and Barbuda,ATG,2018,11.99,-0.129999999999999,,,,0.076052151,0.07826388949999999,-0.0014026139999999965,0.0582845175801998,0.05548419385918405,0.002783727149115997,1.48826e-08,1.4995625e-08,-1.0800000000000004e-10,,,,,,,,,
32,Argentina,ARG,2015,34.86,,ARG,26.600000381469727,,0.122199996,0.11997274675,,0.0398684333622082,0.04230197816094537,,1.04171e-08,1.01542675e-08,,1.24823,0.44974,0.11451,Latin America and Caribbean,6.574,1.05351,0.78723,0.08484,2.836
33,Argentina,ARG,2016,35.81,0.9500000000000028,,,,0.117881371,0.11997274675,-0.0043186250000000065,0.0408161892242111,0.04230197816094537,0.0009477558620028942,1.05436e-08,1.01542675e-08,1.264999999999995e-10,1.06612,0.42284,0.10989,Latin America and Caribbean,6.65,1.15137,0.69711,0.07296,3.12985
34,Argentina,ARG,2017,35.94,0.12999999999999545,,,,0.120633753,0.11997274675,0.0027523819999999977,0.044657066734396,0.04230197816094537,0.0038408775101849008,9.88638e-09,1.01542675e-08,-6.572199999999995e-10,1.44045114517212,0.494519203901291,0.109457060694695,,6.59899997711182,1.18529546260834,0.695137083530426,0.059739887714386,2.61400532722473
35,Argentina,ARG,2018,35.09,-0.8499999999999943,ARG,24.899999618530277,-1.7000007629394496,0.119175867,0.11997274675,-0.0014578859999999916,0.0438662233229662,0.04230197816094537,-0.0007908434114297994,9.76999e-09,1.01542675e-08,-1.1639000000000108e-10,,0.57,0.062,,6.388,1.073,0.744,0.054,
36,Armenia,ARM,2015,35.6,,ARM,26.899999618530277,,0.157901385,0.15923177075,,0.0547918633836934,0.05515883002679525,,1.87054e-08,1.8211275000000002e-08,,0.77711,0.19847,0.07855,Central and Eastern Europe,4.35,0.76821,0.7299,0.039,1.75873
37,Armenia,ARM,2016,34.59,-1.009999999999998,,,,0.161880709,0.15923177075,0.003979324000000006,0.0537911230613907,0.05515883002679525,-0.0010007403223026984,1.76159e-08,1.8211275000000002e-08,-1.089499999999998e-09,0.62477,0.14037,0.07793,Central and Eastern Europe,4.36,0.86086,0.64083,0.03616,1.97864
38,Armenia,ARM,2017,34.35,-0.240000000000002,,,,0.163020908,0.15923177075,0.0011401989999999806,0.05530244453307,0.05515883002679525,0.0015113214716792958,1.7856e-08,1.8211275000000002e-08,2.400999999999996e-10,1.00748372077942,0.198303267359734,0.0834880918264389,,4.37599992752075,0.900596737861633,0.637524425983429,0.0266744215041399,1.5214991569519
39,Armenia,ARM,2018,34.13,-0.21999999999999886,ARM,25.799999237060547,-1.1000003814697301,0.154124081,0.15923177075,-0.008896826999999996,0.0567498891290269,0.05515883002679525,0.001447444595956901,1.86678e-08,1.8211275000000002e-08,8.118e-10,,0.26,0.077,,4.321,0.816,0.666,0.028,
40,Australia,AUS,2015,24.72,,AUS,15.699999809265137,,0.08797462,0.0855106375,,0.0448465465774533,0.046758705433155676,,8.65434e-09,8.22844e-09,,1.30923,0.65124,0.43562,Australia and New Zealand,7.284,1.33358,0.93156,0.35637,2.26646
41,Australia,AUS,2016,24.32,-0.3999999999999986,,,,0.087640756,0.0855106375,-0.00033386400000000316,0.0455044929248066,0.046758705433155676,0.0006579463473532984,8.94289e-09,8.22844e-09,2.885500000000006e-10,1.10476,0.56837,0.47407,Australia and New Zealand,7.313,1.44443,0.8512,0.32331,2.5465
42,Australia,AUS,2017,24.06,-0.26000000000000156,,,,0.0838975,0.0855106375,-0.0037432560000000004,0.0479012879678485,0.046758705433155676,0.0023967950430419036,7.48547e-09,8.22844e-09,-1.457420000000001e-09,1.51004195213318,0.601607382297516,0.477699249982834,,7.28399991989136,1.484414935112,0.84388679265976,0.301183730363846,2.06521081924438
43,Australia,AUS,2018,24.27,0.21000000000000085,AUS,14.0,-1.6999998092651367,0.082529674,0.0855106375,-0.0013678260000000025,0.0487824942625143,0.046758705433155676,0.0008812062946657942,7.83106e-09,8.22844e-09,3.4559000000000025e-10,,0.647,0.361,,7.272,1.34,0.91,0.302,
44,Austria,AUT,2015,17.63,,AUT,31.200000762939453,,0.186458793,0.17587087099999998,,0.051362792575027,0.0521137572938041,,1.4556e-08,1.3680875e-08,,1.29704,0.62433,0.33088,Western Europe,7.2,1.33723,0.89042,0.18676,2.5332
45,Austria,AUT,2016,17.53,-0.09999999999999787,,,,0.176166728,0.17587087099999998,-0.010292065000000017,0.0506266784185245,0.0521137572938041,-0.0007361141565025014,1.3376e-08,1.3680875e-08,-1.1799999999999996e-09,1.08383,0.54355,0.32865,Western Europe,7.119,1.45038,0.80565,0.21348,2.69343
46,Austria,AUT,2017,17.43,-0.10000000000000142,,,,0.172641311,0.17587087099999998,-0.003525417000000003,0.053180154520678,0.0521137572938041,0.0025534761021535,1.27993e-08,1.3680875e-08,-5.766999999999995e-10,1.4599449634552,0.567766189575195,0.316472321748734,,7.00600004196167,1.48709726333618,0.815328419208527,0.221060365438461,2.1385064125061
47,Austria,AUT,2018,17.04,-0.39000000000000057,AUT,27.100000381469727,-4.100000381469727,0.168216652,0.17587087099999998,-0.0044246589999999975,0.0532854036609869,0.0521137572938041,0.00010524914030889815,1.39922e-08,1.3680875e-08,1.192899999999999e-09,,0.617,0.242,,7.139,1.341,0.891,0.224,
48,Azerbaijan,AZE,2015,34.71,,AZE,25.200000762939453,,0.147442595,0.14285382025,,0.0539374313760807,0.0550422681107074,,1.8037e-08,1.6524725e-08,,0.93793,0.3703,0.07799,Central and Eastern Europe,5.212,1.02389,0.64045,0.16065,2.00073
49,Azerbaijan,AZE,2016,34.94,0.22999999999999687,,,,0.14281393,0.14285382025,-0.004628665000000004,0.0528903136192105,0.0550422681107074,-0.0010471177568702056,1.3736e-08,1.6524725e-08,-4.301000000000002e-09,0.76042,0.35327,0.0564,Central and Eastern Europe,5.291,1.12373,0.54504,0.17914,2.2735
50,Azerbaijan,AZE,2017,34.96,0.020000000000003126,,,,0.14295614,0.14285382025,0.00014221000000000372,0.056728712890083,0.0550422681107074,0.0038383992708725043,1.69533e-08,1.6524725e-08,3.2172999999999996e-09,1.15240025520325,0.398155838251114,0.0452693402767181,,5.23400020599365,1.15360176563263,0.540775775909424,0.180987507104874,1.76248168945312
51,Azerbaijan,AZE,2018,32.91,-2.0500000000000043,AZE,24.200000762939453,-1.0,0.138202616,0.14285382025,-0.004753524000000009,0.0566126145574554,0.0550422681107074,-0.00011609833262760105,1.73726e-08,1.6524725e-08,4.1930000000000164e-10,,0.43,0.031,,5.201,1.024,0.603,0.176,
52,Bahamas,BHS,2015,14.56,,BHS,10.600000381469728,,0.090264583,0.0891081515,,0.0593723411406513,0.06179243608592115,,8.52785e-09,9.486420000000001e-09,,,,,,,,,,
53,Bahamas,BHS,2016,14.53,-0.030000000000001137,,,,0.093706289,0.0891081515,0.0034417060000000027,0.0614128765854728,0.06179243608592115,0.002040535444821502,8.91423e-09,9.486420000000001e-09,3.8637999999999965e-10,,,,,,,,,
54,Bahamas,BHS,2017,14.45,-0.08000000000000007,,,,0.088399313,0.0891081515,-0.005306976000000005,0.0629919196386414,0.06179243608592115,0.0015790430531685967,1.00652e-08,9.486420000000001e-09,1.1509700000000002e-09,,,,,,,,,
55,Bahamas,BHS,2018,14.52,0.07000000000000028,BHS,10.699999809265137,0.09999942779540838,0.084062421,0.0891081515,-0.004336891999999995,0.0633926069789191,0.06179243608592115,0.0004006873402777056,1.04384e-08,9.486420000000001e-09,3.732000000000003e-10,,,,,,,,,
56,Bahrain,BHR,2015,37.82,,BHR,16.399999618530273,,0.223664608,0.24045217149999998,,0.073761852083389,0.07652745812182796,,6.67679e-08,6.116785e-08,,1.21624,0.45492,0.17362,Middle East and Northern Africa,5.96,1.32376,0.74716,0.306,1.73797
57,Bahrain,BHR,2016,37.93,0.10999999999999943,,,,0.2366468,0.24045217149999998,0.012982192000000004,0.0739674198991889,0.07652745812182796,0.0002055678157998897,5.65444e-08,6.116785e-08,-1.0223499999999999e-08,0.94397,0.47375,0.17147,Middle East and Northern Africa,6.218,1.44024,0.65696,0.25772,2.27405
58,Bahrain,BHR,2017,38.24,0.3100000000000023,,,,0.256855709,0.24045217149999998,0.020208908999999997,0.0792344775571103,0.07652745812182796,0.0052670576579214035,6.0981e-08,6.116785e-08,4.4365999999999936e-09,1.32311046123505,0.536746919155121,0.172668486833572,,6.08699989318848,1.48841226100922,0.653133034706116,0.257042169570923,1.65614938735962
59,Bahrain,BHR,2018,37.5,-0.740000000000002,BHR,15.199999809265137,-1.1999998092651367,0.244641569,0.24045217149999998,-0.012214139999999984,0.0791460829476236,0.07652745812182796,-8.839460948670275e-05,6.03781e-08,6.116785e-08,-6.028999999999901e-10,,0.594,0.243,,6.105,1.338,0.698,0.123,
60,Bangladesh,BGD,2015,61.75,,BGD,38.900001525878906,,0.693170292,0.693428669,,0.0572079547481307,0.05728225777429662,,8.96561e-08,8.944395e-08,,0.43106,0.4082,0.21222,Southern Asia,4.694,0.39753,0.60164,0.12569,2.51767
61,Bangladesh,BGD,2016,61.22,-0.5300000000000011,,,,0.698953332,0.693428669,0.0057830399999999615,0.0565147781946464,0.05728225777429662,-0.0006931765534843037,8.66485e-08,8.944395e-08,-3.007600000000001e-09,0.24749,0.39778,0.19132,Southern Asia,4.643,0.54177,0.52989,0.12583,2.60904
62,Bangladesh,BGD,2017,63.72,2.5,,,,0.645852804,0.693428669,-0.05310052799999998,0.0566899742294863,0.05728225777429662,0.00017519603483990426,8.55666e-08,8.944395e-08,-1.0818999999999906e-09,0.735131740570068,0.478356659412384,0.172255352139473,,4.60799980163574,0.586682975292206,0.533241033554077,0.123717859387398,1.97873616218567
63,Bangladesh,BGD,2018,62.92,-0.7999999999999972,BGD,35.20000076293945,-3.700000762939453,0.735738248,0.693428669,0.08988544399999998,0.0587163239249231,0.05728225777429662,0.002026349695436795,9.59046e-08,8.944395e-08,1.0337999999999996e-08,,0.58,0.153,,4.5,0.532,0.579,0.144,
64,Barbados,BRB,2015,12.29,,BRB,8.800000190734863,,0.080015264,0.07836478225,,0.0531574777961382,0.05359502538823445,,2.09897e-08,1.86423e-08,,,,,,,,,,
65,Barbados,BRB,2016,12.28,-0.009999999999999787,,,,0.078854815,0.07836478225,-0.0011604490000000078,0.0513251082478075,0.05359502538823445,-0.0018323695483307006,1.61884e-08,1.86423e-08,-4.8012999999999975e-09,,,,,,,,,
66,Barbados,BRB,2017,12.3,0.02000000000000135,,,,0.078353187,0.07836478225,-0.0005016279999999901,0.0537088974540388,0.05359502538823445,0.0023837892062313,1.91329e-08,1.86423e-08,2.9445000000000003e-09,,,,,,,,,
67,Barbados,BRB,2018,12.47,0.16999999999999993,BRB,8.5,-0.3000001907348633,0.076235863,0.07836478225,-0.0021173240000000038,0.0561886180549533,0.05359502538823445,0.0024797206009145034,1.82582e-08,1.86423e-08,-8.746999999999999e-10,,,,,,,,,
68,Belarus,BLR,2015,14.05,,BLR,33.0,,0.142725589,0.13799614300000002,,0.0525405511726743,0.051732635571594826,,9.37594e-09,8.85576e-09,,1.23289,0.37938,0.11046,Central and Eastern Europe,5.813,1.03192,0.73608,0.1909,2.1309
69,Belarus,BLR,2016,14.41,0.35999999999999943,,,,0.139483691,0.13799614300000002,-0.003241898000000021,0.0504288746572991,0.051732635571594826,-0.0021116765153752007,8.51192e-09,8.85576e-09,-8.640200000000001e-10,1.04993,0.29091,0.13942,Central and Eastern Europe,5.802,1.13062,0.63104,0.17457,2.38582
70,Belarus,BLR,2017,14.8,0.39000000000000057,,,,0.134313536,0.13799614300000002,-0.005170154999999982,0.0520316633109686,0.051732635571594826,0.0016027886536694944,8.4902e-09,8.85576e-09,-2.172000000000021e-11,1.44494521617889,0.295400261878967,0.15513750910759,,5.56899976730347,1.15655755996704,0.637714266777039,0.156313821673393,1.72323298454285
71,Belarus,BLR,2018,14.75,-0.05000000000000071,BLR,30.899999618530277,-2.100000381469723,0.135461756,0.13799614300000002,0.0011482199999999776,0.0519294531454373,0.051732635571594826,-0.00010221016553129542,9.04498e-09,8.85576e-09,5.5478e-10,,0.307,0.101,,5.483,1.039,0.7,0.154,
72,Belgium,BEL,2015,27.86,,BEL,25.700000762939453,,0.179099468,0.175246428,,0.0476629046332935,0.047919982720713974,,1.58089e-08,1.5339725e-08,,1.28566,0.5845,0.2225,Western Europe,6.937,1.30782,0.89667,0.2254,2.41484
73,Belgium,BEL,2016,27.33,-0.5300000000000011,,,,0.179753813,0.175246428,0.0006543450000000006,0.0456451714035678,0.047919982720713974,-0.0020177332297256975,1.62473e-08,1.5339725e-08,4.383999999999988e-10,1.05249,0.51354,0.2424,Western Europe,6.929,1.42539,0.81959,0.26248,2.61355
74,Belgium,BEL,2017,27.46,0.13000000000000256,,,,0.175740187,0.175246428,-0.00401362600000002,0.0480999030685706,0.047919982720713974,0.0024547316650027975,1.51446e-08,1.5339725e-08,-1.1027000000000003e-09,1.46231269836426,0.539770722389221,0.231503337621689,,6.89099979400635,1.46378076076508,0.818091869354248,0.251343131065369,2.12421035766602
75,Belgium,BEL,2018,27.49,0.029999999999997584,BEL,23.899999618530277,-1.8000011444091761,0.166392244,0.175246428,-0.009347942999999997,0.050271951777424,0.047919982720713974,0.0021720487088534024,1.41581e-08,1.5339725e-08,-9.864999999999986e-10,,0.583,0.188,,6.927,1.324,0.894,0.24,
76,Belize,BLZ,2015,29.15,,BLZ,9.699999809265137,,0.107700957,0.10752344725,,0.0505144510734238,0.05066276403330322,,1.75245e-08,1.591295e-08,,,,,,,,,,
77,Belize,BLZ,2016,28.78,-0.36999999999999744,,,,0.111109063,0.10752344725,0.003408105999999994,0.0498695998960347,0.05066276403330322,-0.0006448511773890983,1.49714e-08,1.591295e-08,-2.5530999999999986e-09,0.68655,0.51231,0.23684,Latin America and Caribbean,5.956,0.87616,0.45569,0.10771,3.08039
78,Belize,BLZ,2017,28.34,-0.4400000000000013,,,,0.1113915,0.10752344725,0.0002824370000000104,0.0504408149790948,0.05066276403330322,0.0005712150830601004,1.56737e-08,1.591295e-08,7.022999999999983e-10,1.08141779899597,0.547509372234344,0.240015640854836,,5.95599985122681,0.907975316047668,0.450191766023636,0.0965810716152191,2.63195562362671
79,Belize,BLZ,2018,28.84,0.5,BLZ,8.800000190734863,-0.8999996185302734,0.099892269,0.10752344725,-0.011499230999999999,0.0518261901846596,0.05066276403330322,0.0013853752055648025,1.54822e-08,1.591295e-08,-1.9149999999999877e-10,,0.593,0.183,,5.956,0.807,0.474,0.089,
80,Benin,BEN,2015,45.6,,BEN,8.600000381469727,,0.256794554,0.26063219575,,0.0505691603860813,0.05102982906330865,,5.38597e-08,4.9632025e-08,,0.35386,0.4845,0.1826,Sub-Saharan Africa,3.34,0.28665,0.3191,0.0801,1.63328
81,Benin,BEN,2016,44.68,-0.9200000000000017,,,,0.258788026,0.26063219575,0.001993471999999996,0.0498846151188601,0.05102982906330865,-0.0006845452672211982,4.96579e-08,4.9632025e-08,-4.201799999999996e-09,0.10419,0.39747,0.2018,Sub-Saharan Africa,3.484,0.39499,0.21028,0.06681,2.10812
82,Benin,BEN,2017,44.16,-0.5200000000000031,,,,0.268386185,0.26063219575,0.009598158999999995,0.0514500073195143,0.05102982906330865,0.0015653922006542004,4.899e-08,4.9632025e-08,-6.679000000000043e-10,0.435299843549728,0.425962775945663,0.207948461174965,,3.65700006484985,0.431085407733917,0.209930211305618,0.0609290152788162,1.88563096523285
83,Benin,BEN,2018,43.13,-1.029999999999994,BEN,7.199999809265137,-1.4000005722045898,0.258560018,0.26063219575,-0.009826166999999997,0.0522155334287789,0.05102982906330865,0.0007655261092645999,4.60205e-08,4.9632025e-08,-2.969499999999999e-09,,0.44,0.163,,4.141,0.378,0.24,0.067,
84,Bermuda,BMU,2015,13.77,,,,,0.095891839,0.09357349425,,0.0622731144847489,0.06336237184356117,,9.21241e-09,9.047895e-09,,,,,,,,,,
85,Bermuda,BMU,2016,13.74,-0.02999999999999936,,,,0.095221125,0.09357349425,-0.0006707140000000028,0.0618079722209988,0.06336237184356117,-0.00046514226375009987,8.98888e-09,9.047895e-09,-2.2352999999999995e-10,,,,,,,,,
86,Bermuda,BMU,2017,13.51,-0.23000000000000043,,,,0.092489242,0.09357349425,-0.0027318830000000044,0.0643229348901718,0.06336237184356117,0.0025149626691729973,8.82194e-09,9.047895e-09,-1.6693999999999984e-10,,,,,,,,,
87,Bermuda,BMU,2018,13.36,-0.15000000000000036,,,,0.090691771,0.09357349425,-0.001797470999999995,0.0650454657783252,0.06336237184356117,0.0007225308881534109,9.16835e-09,9.047895e-09,3.4641000000000025e-10,,,,,,,,,
88,Bhutan,BTN,2015,128.26,,,,,0.454378647,0.45460920075,,0.0570811757432396,0.05737676352687228,,3.55267e-08,3.5817e-08,,1.10395,0.53206,0.47998,Southern Asia,5.253,0.77042,0.57407,0.15445,1.63794
89,Bhutan,BTN,2016,126.86,-1.3999999999999915,,,,0.454759385,0.45460920075,0.0003807379999999916,0.0563558182533938,0.05737676352687228,-0.0007253574898457987,3.5993e-08,3.5817e-08,4.662999999999954e-10,0.90836,0.46074,0.48546,Southern Asia,5.196,0.8527,0.49759,0.1616,1.82916
90,Bhutan,BTN,2017,125.45,-1.4099999999999966,,,,0.44311254,0.45460920075,-0.011646845000000017,0.0568666819346344,0.05737676352687228,0.0005108636812405989,3.45784e-08,3.5817e-08,-1.4145999999999947e-09,1.34012651443481,0.501537680625916,0.474054545164108,,5.01100015640259,0.885416388511658,0.495879292488098,0.173380389809608,1.14018440246582
91,Bhutan,BTN,2018,124.24,-1.210000000000008,,,,0.466186231,0.45460920075,0.023073691000000007,0.0592033781762213,0.05737676352687228,0.0023366962415869025,3.71699e-08,3.5817e-08,2.5915000000000004e-09,,0.541,0.364,,5.082,0.796,0.527,0.171,
92,Bolivia,BOL,2015,52.65,,BOL,15.600000381469728,,0.149775192,0.15458182975,,0.0305143351206057,0.03167275335071155,,7.8742e-09,8.5139225e-09,,0.97841,0.57414,0.20536,Latin America and Caribbean,5.89,0.68133,0.5392,0.088,2.82334
93,Bolivia,BOL,2016,51.87,-0.7800000000000011,,,,0.170597866,0.15458182975,0.020822673999999985,0.0326578029044347,0.03167275335071155,0.0021434677838290013,1.02627e-08,8.5139225e-09,2.3884999999999985e-09,0.83779,0.50961,0.21698,Latin America and Caribbean,5.822,0.79422,0.4697,0.07746,2.91635
94,Bolivia,BOL,2017,51.54,-0.3299999999999983,,,,0.156344491,0.15458182975,-0.014253374999999985,0.0318179233996874,0.03167275335071155,-0.0008398795047473012,8.45842e-09,8.5139225e-09,-1.804279999999999e-09,1.22761905193329,0.558732926845551,0.22556072473526,,5.82299995422363,0.833756566047668,0.473630249500275,0.0604777261614799,2.44327902793884
95,Bolivia,BOL,2018,51.36,-0.17999999999999972,BOL,13.199999809265137,-2.4000005722045916,0.14160977,0.15458182975,-0.014734721000000006,0.0317009519781184,0.03167275335071155,-0.00011697142156900237,7.46037e-09,8.5139225e-09,-9.980499999999995e-10,,0.606,0.141,,5.752,0.751,0.508,0.054,
96,Bosnia and Herzegovina,BIH,2015,22.92,,BIH,37.70000076293945,,0.166825481,0.1600738855,,0.0540503980190815,0.055194674764302676,,1.15563e-08,1.2117125e-08,,0.91916,0.09245,0.24808,Central and Eastern Europe,4.949,0.83223,0.79081,0.00227,2.06367
97,Bosnia and Herzegovina,BIH,2016,21.82,-1.1000000000000014,,,,0.157919142,0.1600738855,-0.008906338999999985,0.0542859318778119,0.055194674764302676,0.00023553385873040233,1.1651e-08,1.2117125e-08,9.469999999999886e-11,0.64367,0.09511,0.29889,Central and Eastern Europe,5.163,0.93383,0.70766,0.0,2.48406
98,Bosnia and Herzegovina,BIH,2017,21.47,-0.3500000000000014,,,,0.163142751,0.1600738855,0.00522360899999999,0.056272081795367,0.055194674764302676,0.001986149917555101,1.26121e-08,1.2117125e-08,9.611e-10,1.0693359375,0.204403176903725,0.328867495059967,,5.18200016021729,0.982409417629242,0.705186307430267,0.0,1.89217257499695
99,Bosnia and Herzegovina,BIH,2018,21.28,-0.18999999999999773,BIH,35.5,-2.200000762939453,0.152408168,0.1600738855,-0.010734582999999992,0.0561702873649503,0.055194674764302676,-0.00010179443041670455,1.26491e-08,1.2117125e-08,3.7000000000000596e-11,,0.28,0.216,,5.129,0.915,0.758,0.0,
